target,imp
FoxP3,0
Lag3,2.1717741523357237
CD4,79.66577699358743
CD16,148.118330958966
CD56,7.545719347448323
OX40,0.00461587571253333
PD1,14.777414092717484
CD31,102.4204454447865
PD.L1,90.9734296860877
EGFR,5.416237619034319
Ki67,3.5273732051128497
CD209,11.252155726599886
CD11c,120.34639967678595
CD138,15.452486071247163
CD163,1.0901693545878286
CD68,126.96086877302164
CSF.1R,93.58723096997909
CD8,106.8637245352205
CD3,103.32302655682803
IDO,105.23582757401569
Keratin17,15.717149941231527
CD63,244.64071659928896
CD45RO,122.36715069341379
CD20,35.89095031890998
p53,9.341363380846268
Beta.catenin,60.444080942910695
HLA.DR,123.32742283354901
CD11b,395.9615136156777
CD45,183.11266364017177
H3K9ac,146.23763882241386
Pan.Keratin,40.06008313829968
H3K27me3,153.47585210401513
phospho.S6,125.97373482712142
Keratin6,70.06986264254576
HLA_Class_1,191.72353551381136
