target,imp
Lag3,3.974002095289338
CD4,92.14663554919362
CD16,17.259164870579706
PD1,16.096652183088757
CD31,4.027667825285902
PD.L1,5.7270529701625605
EGFR,0.1371670548748585
CD209,0.7773052914933318
CD11c,11.008888532968092
CD138,0.3758623988715369
CD68,10.900355193679909
CSF.1R,2.949785981860442
CD8,25.009993735321377
IDO,4.96018788793374
Keratin17,1.5288921216238236
CD63,0.7161198951407874
CD45RO,149.93547030700688
CD20,4.494017981865248
p53,0.06100170407978931
Beta.catenin,4.514694341190355
HLA.DR,16.658751895387006
CD11b,7.103850600198936
CD45,90.88261016167574
H3K9ac,23.562630103763645
Pan.Keratin,1.1081338245232653
H3K27me3,15.457045856230279
phospho.S6,11.82683095542701
MPO,0.49619873026139927
Keratin6,3.4736202783050647
HLA_Class_1,35.93568656132578
