target,imp
FoxP3,13.5742035722064
Lag3,12.258727764034461
CD4,2049.9522299211885
CD16,150.30877918288124
CD56,195.85600638760792
OX40,36.179066736091066
PD1,271.36396756713464
CD31,73.48263896796406
PD.L1,1023.7992374418448
EGFR,55.90370974346398
Ki67,50.90470097207744
CD209,393.1829295404048
CD138,23.102581638728612
CD163,3.9969535542573533
CD68,4378.2454909947
CSF.1R,1094.055304488237
CD8,599.3135286699628
CD3,971.8818022014718
IDO,292.8645325374405
Keratin17,5.164524221155806
CD63,141.47649212029998
CD45RO,1006.0302133802959
CD20,1057.844640597936
p53,9.687244594149975
Beta.catenin,1134.243700690921
HLA.DR,1291.2873714933426
CD11b,1218.5867185949342
CD45,921.2548684334606
H3K9ac,807.6430730983706
Pan.Keratin,58.90691210818978
H3K27me3,790.6429006953075
phospho.S6,897.5353583376642
MPO,102.7688148456988
Keratin6,284.9492057874732
HLA_Class_1,1416.8765426270984
