target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Class_B 0.483733538608666 0 0.357482122124056 45.2625049294063 9.06433871012433e-17 5.68615743547626e-13
Class_CD8.T 0.174590265350674 0 0.170955495693986 3.96734851963111 0.323393446583286 6.41753419118367e-05
Class_CD4.T 0.40242169675025 0 0.362752343806013 18.5159459238319 3.97760443637006e-07 1.25892778168015e-09
Class_DC.Mono 0.159864275446428 0 0.158529911691735 1.52371552967132 0.456393611628835 0.00300441680857265
Class_Macrophages 0.224546522204781 0 0.218052233545438 5.41387058264483 0.208333746779679 0.000262315237026006
Class_Mesenchymal 0.183952742238463 0 0.149910095485336 32.7725338748105 0.000128013497168511 1.15499958288202e-06
Class_NK 0.136280174467637 0 0.129674289778624 8.89568315972099 0.276233454302239 0.000554387037236255
Class_Tumor 0.407327076749446 0 0.179865497598172 80.3314128432197 9.45956551263726e-19 5.91933671413415e-15
