target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Class_CD4.T 0.140610879125714 0 0.135807216711587 6.71570297360711 0.274277422580867 0.000154791875915971
Class_CD3.T 0.146540897851334 0 0.14181731249818 6.22706549887332 0.33106746344103 0.00117251052698347
Class_CD8.T 0.180829100331354 0 0.177500894394955 3.42836867694342 0.405295712191815 0.00192355555979456
Class_DC.Mono 0.178994558080406 0 0.163197453282524 16.5749301309858 0.0319181089686041 1.86920394602603e-06
Class_Endothelial 0.133647309107588 0 0.12896443151902 6.60840181361815 0.308819232768417 0.000137978635992176
Class_Mesenchymal 0.144587278778536 0 0.141760386006556 3.36209415362336 0.402931989243433 0.000135856537846395
Class_Macrophages 0.324386211321179 0 0.290706841589533 19.2540905245535 0.000999917474147918 1.42393271798181e-08
Class_Other.immune 0.261116818517553 0 0.247806017254365 9.79843183722427 0.00192488063291984 2.77807359638943e-06
Class_Mono.Neu 0.268844173808549 0 0.257772938186911 7.56716494822988 0.134324991802217 0.000112043779225122
Class_Tumor 0.495570186459684 0 0.302183378409552 62.7156110687709 5.30216740725218e-15 9.13728123404041e-15
