target,imp
FoxP3,10.689392587899414
Lag3,9.554262810388623
CD4,120.72146117247978
CD16,75.03278882366646
CD56,5.279589539082604
OX40,1.6931579067326146
PD1,9.877023395886171
CD31,98.38623711317854
PD.L1,26.448212268705404
EGFR,3.1742815361516024
Ki67,56.85296362129017
CD209,8.145623440422881
CD11c,108.08616746734228
CD138,118.3272717730231
CD68,131.98956722897626
CSF.1R,30.89080073643603
CD8,49.926530023606
CD3,141.05188766329331
IDO,44.50369892164966
Keratin17,8.197599543800447
CD63,40.05682993596251
CD45RO,204.45585846452684
CD20,95.89085023910437
Beta.catenin,102.19351353427122
HLA.DR,207.00994674920682
CD11b,29.984747114030366
CD45,167.46448634216915
H3K9ac,209.64587765919626
Pan.Keratin,2.3385804547992692
H3K27me3,487.8622320160097
MPO,22.34679861645961
Keratin6,22.4345698456958
HLA_Class_1,152.33661853246815
