target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Class_CD3.T 0.160591184989034 0 0.158839076138607 2.1578710038101 0.406958692122706 0.00179220406112892
Class_B 0.473993092650454 0 0.337027389257884 49.3057912140636 4.84738225314314e-17 2.04669008303248e-12
Class_CD8.T 0.299661760465429 0 0.28780271361932 7.50622204788538 0.0580670268918401 2.2847509981492e-05
Class_DC.Mono 0.225789841734351 0 0.218249464392995 6.43901739926314 0.0970979728097072 3.79174972906475e-05
Class_Macrophages 0.143922080671256 0 0.14036131719328 4.90414606303801 0.265822788182502 0.000710803547185424
Class_CD4.T 0.478183228380681 0 0.42755164055812 19.8889811526807 2.4504435282484e-11 1.65155332739514e-10
Class_Other.immune 0.117164162543551 0 0.115096639496878 3.30709714734437 0.383503826974221 0.000782421104425233
Class_Tumor 0.257813123440411 0 0.112990986524472 80.6297157932276 1.28574427043807e-16 5.88750681349143e-14
