target,imp
B7H3,8.839629511703725
FoxP3,7.0728653932610746
Lag3,9.1616756635214
CD4,6.184137797318295
CD16,5.225028914052371
CD56,10.391004845903566
OX40,13.684879853952857
PD1,14.508773021165293
CD31,7.944375745133515
PD.L1,18.017825264363964
EGFR,13.635070320198032
Ki67,12.908815298870708
CD209,7.113096407943807
CD11c,8.528310570059036
CD138,7.109777218368951
CD163,9.252185027212478
CD68,11.215035843587568
CSF.1R,7.877731879325068
CD8,12.116093975752976
CD3,9.803602050621421
IDO,8.479135100417253
Keratin17,9.966268544503425
CD63,11.882369622827559
CD45RO,8.69739104134072
CD20,7.485533878257321
Beta.catenin,14.067501031067293
HLA.DR,12.828063742059484
CD11b,11.348549387065011
CD45,7.195797713765273
H3K9ac,12.972243672046917
Pan.Keratin,12.116347650382838
H3K27me3,13.739602510036034
phospho.S6,9.220685241141716
MPO,8.500635459217335
Keratin6,11.955156994136178
HLA_Class_1,11.81836210178729
